event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-10-28 17:10:48,HC-0096,HC-0010 dir HC-0096,24,746.07,84.8,8X MIMO-B,-50.8,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0259,HC-0267 dir HC-0259,24,1293.17,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0293,HC-0399 dir HC-0293,24,755.26,79.5,8X MIMO-B,-45.5,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0375,HC-0361 dir HC-0375,24,98.83,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0417,HC-0128 dir HC-0417,24,42.71,90,8X MIMO-B,-56,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0114,HC-0115 dir HC-0114,24,1349.88,77.5,8X MIMO-B,-43.5,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0028,HC-0382 dir HC-0028,24,521.22,76.9,8X MIMO-B,-42.9,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0166,HC-0287 dir HC-0166,24,103.47,80.9,8X MIMO-B,-46.9,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0166,HC-0171 dir HC-0166,24,1038.41,80.9,8X MIMO-B,-46.9,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0166,HC-0209 dir HC-0166,24,92.51,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0371,HC-0286 dir HC-0371,24,369.52,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0371,HC-0303 dir HC-0371,24,14.32,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0371,HC-0282 dir HC-0371,24,39.68,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0076,HC-0054 dir HC-0076,24,23.29,87.9,8X MIMO-B,-53.9,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0094,HC-0145 dir HC-0094,24,9.8,86.5,8X MIMO-B,-52.5,FTP/CAMBIUM
2019-10-28 17:10:48,HC-0211,HC-0405 dir HC-0211,24,3728.64,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
