event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-10-17 14:14:41,HC-0096,HC-0010 dir HC-0096,24,114.38,84.8,8X MIMO-B,-50.8,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0259,HC-0267 dir HC-0259,24,37.59,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0293,HC-0399 dir HC-0293,24,69.25,78.8,8X MIMO-B,-44.8,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0375,HC-0361 dir HC-0375,24,107.42,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0417,HC-0128 dir HC-0417,24,42.72,89.8,8X MIMO-B,-55.8,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0114,HC-0115 dir HC-0114,24,3028.26,77.5,8X MIMO-B,-43.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0028,HC-0382 dir HC-0028,24,16.77,76.9,8X MIMO-B,-42.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0166,HC-0287 dir HC-0166,24,162.56,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0166,HC-0171 dir HC-0166,24,990.27,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0166,HC-0209 dir HC-0166,24,104.87,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0371,HC-0286 dir HC-0371,24,1567.09,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0371,HC-0303 dir HC-0371,24,26.48,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0371,HC-0282 dir HC-0371,24,1081.48,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0076,HC-0054 dir HC-0076,24,25.97,86.9,8X MIMO-B,-52.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0094,HC-0145 dir HC-0094,24,9.59,85.8,8X MIMO-B,-51.8,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0211,HC-0405 dir HC-0211,24,236.93,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0166,HC-0025 dir HC-0166,24,1002.59,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0099,HC-0036 dir HC-0099,24,44.25,88.2,8X MIMO-B,-54.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0211,HC-0268 dir HC-0211,24,560.18,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0308,HC-0123 dir HC-0308,24,10.96,94.5,8X MIMO-B,-60.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0289,HC-0226 dir HC-0289,24,1143.52,83.2,8X MIMO-B,-49.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0381,HC-0337 dir HC-0381,24,25.25,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0120,HC-0202 dir HC-0120,24,135.04,78.2,8X MIMO-B,-44.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0166,HC-0340 dir HC-0166,24,102.23,84.5,8X MIMO-B,-50.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0368,HC-0074 dir HC-0368,24,12585.66,81.2,8X MIMO-B,-47.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0253,HC-0155 dir HC-0253,24,80.42,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0283,HC-0270 dir HC-0283,24,918.36,75.5,6X MIMO-B,-41.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0253,HC-0266 dir HC-0253,24,57.02,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0042,HC-0407 dir HC-0042,24,1308.11,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0264,HC-0358 dir HC-0264,24,1063.33,86.5,8X MIMO-B,-52.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0242,HC-0090 dir HC-0242,24,4460.92,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0210,HC-0184 dir HC-0210,24,105.54,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0242,HC-0110 dir HC-0242,24,423.62,86.9,8X MIMO-B,-52.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0230,HC-0052 dir HC-0230,24,33.88,83,8X MIMO-B,-49,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0368,HC-0164 dir HC-0368,24,52.35,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0253,HC-0068 dir HC-0253,24,28.11,88.5,6X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0256,HC-0035 dir HC-0256,24,250.36,85.8,8X MIMO-B,-51.8,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0042,HC-0238 dir HC-0042,24,2591.89,84.8,8X MIMO-B,-50.8,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0379,HC-0343 dir HC-0379,24,2224.64,88.9,8X MIMO-B,-54.9,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0261,HC-0402 dir HC-0261,24,733.65,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0261,HC-0401 dir HC-0261,24,77.7,85.2,8X MIMO-B,-51.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0219,HC-0290 dir HC-0219,24,19.23,79.2,8X MIMO-B,-45.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0219,HC-0349 dir HC-0219,24,14.85,88.2,8X MIMO-B,-54.2,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0256,HC-0413 dir HC-0256,24,104.57,85.5,8X MIMO-B,-51.5,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0293,HC-0027 dir HC-0293,24,63.01,96,8X MIMO-B,-62,FTP/CAMBIUM
2019-10-17 14:14:41,HC-0096,HC-0255 dir HC-0096,24,117.82,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
