event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-11-20 15:13:45,HC-0096,HC-0010 dir HC-0096,24,124.19,84.8,8X MIMO-B,-50.8,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0259,HC-0267 dir HC-0259,24,41.91,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0293,HC-0399 dir HC-0293,24,63.43,78.8,8X MIMO-B,-44.8,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0375,HC-0361 dir HC-0375,24,98.53,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0417,HC-0128 dir HC-0417,24,39.04,89,8X MIMO-B,-55,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0114,HC-0115 dir HC-0114,24,2683.65,77.5,8X MIMO-B,-43.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0028,HC-0382 dir HC-0028,24,10.07,76.9,8X MIMO-B,-42.9,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0166,HC-0287 dir HC-0166,24,102.9,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0166,HC-0171 dir HC-0166,24,100.13,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0166,HC-0209 dir HC-0166,24,92.64,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0371,HC-0286 dir HC-0371,24,1692.36,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0371,HC-0303 dir HC-0371,24,15.2,83,8X MIMO-B,-49,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0371,HC-0282 dir HC-0371,24,342.36,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0076,HC-0054 dir HC-0076,24,1065.85,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0094,HC-0145 dir HC-0094,24,7.99,90.5,8X MIMO-B,-56.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0211,HC-0405 dir HC-0211,24,1081.17,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0166,HC-0025 dir HC-0166,24,98.88,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0099,HC-0036 dir HC-0099,24,737.75,89.2,8X MIMO-B,-55.2,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0211,HC-0268 dir HC-0211,24,653.84,89.5,8X MIMO-B,-55.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0308,HC-0123 dir HC-0308,24,87.11,91.5,8X MIMO-B,-57.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0289,HC-0226 dir HC-0289,24,1728.77,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0381,HC-0337 dir HC-0381,24,20.36,83.5,8X MIMO-B,-49.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0120,HC-0202 dir HC-0120,24,124.81,78.2,8X MIMO-B,-44.2,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0166,HC-0340 dir HC-0166,24,93.64,83.2,8X MIMO-B,-49.2,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0368,HC-0074 dir HC-0368,24,9919.38,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0253,HC-0155 dir HC-0253,24,2595.14,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0283,HC-0270 dir HC-0283,24,11.74,75.2,8X MIMO-B,-41.2,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0253,HC-0266 dir HC-0253,24,30.91,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0042,HC-0407 dir HC-0042,24,1093.34,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0264,HC-0358 dir HC-0264,24,514.06,87,8X MIMO-B,-53,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0242,HC-0090 dir HC-0242,24,2918.17,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0210,HC-0184 dir HC-0210,24,96.23,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0242,HC-0110 dir HC-0242,24,1271.82,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-11-20 15:13:45,HC-0230,HC-0052 dir HC-0230,24,2190.68,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
