event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-11-11 01:22:01,HC-0096,HC-0010 dir HC-0096,24,105.7,84.5,8X MIMO-B,-50.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0259,HC-0267 dir HC-0259,24,33.14,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0293,HC-0399 dir HC-0293,24,61.26,79.5,8X MIMO-B,-45.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0375,HC-0361 dir HC-0375,24,84.8,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0417,HC-0128 dir HC-0417,24,39.41,89,8X MIMO-B,-55,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0114,HC-0115 dir HC-0114,24,126.22,76.5,8X MIMO-B,-42.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0028,HC-0382 dir HC-0028,24,14.78,76.2,8X MIMO-B,-42.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0166,HC-0287 dir HC-0166,24,90.97,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0166,HC-0171 dir HC-0166,24,92.13,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0166,HC-0209 dir HC-0166,24,85.34,81,8X MIMO-B,-47,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0371,HC-0286 dir HC-0371,24,19.37,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0371,HC-0303 dir HC-0371,24,14.21,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0371,HC-0282 dir HC-0371,24,37.12,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0076,HC-0054 dir HC-0076,24,21,87.2,8X MIMO-B,-53.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0094,HC-0145 dir HC-0094,24,8,84.5,8X MIMO-B,-50.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0211,HC-0405 dir HC-0211,24,31.22,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0166,HC-0025 dir HC-0166,24,92.04,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0099,HC-0036 dir HC-0099,24,41.13,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0211,HC-0268 dir HC-0211,24,29.78,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0308,HC-0123 dir HC-0308,24,10.31,90.9,8X MIMO-B,-56.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0289,HC-0226 dir HC-0289,24,20.16,83.2,8X MIMO-B,-49.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0381,HC-0337 dir HC-0381,24,21.21,83,8X MIMO-B,-49,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0120,HC-0202 dir HC-0120,24,125.2,77.9,8X MIMO-B,-43.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0166,HC-0340 dir HC-0166,24,85.31,83.2,8X MIMO-B,-49.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0368,HC-0074 dir HC-0368,24,1703.44,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0253,HC-0155 dir HC-0253,24,39.38,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0283,HC-0270 dir HC-0283,24,8.92,74.8,8X MIMO-B,-40.8,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0253,HC-0266 dir HC-0253,24,32.92,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0042,HC-0407 dir HC-0042,24,55.75,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0264,HC-0358 dir HC-0264,24,60.99,87,8X MIMO-B,-53,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0242,HC-0090 dir HC-0242,24,39.23,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0210,HC-0184 dir HC-0210,24,88.17,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0242,HC-0110 dir HC-0242,24,61.26,87.9,8X MIMO-B,-53.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0230,HC-0052 dir HC-0230,24,31.42,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0368,HC-0164 dir HC-0368,24,51.62,86.8,8X MIMO-B,-52.8,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0253,HC-0068 dir HC-0253,24,61.55,89.2,8X MIMO-B,-55.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0256,HC-0035 dir HC-0256,24,86.42,85.8,8X MIMO-B,-51.8,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0042,HC-0238 dir HC-0042,24,27.43,83.5,6X MIMO-B,-49.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0379,HC-0343 dir HC-0379,24,32.69,89.2,8X MIMO-B,-55.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0261,HC-0402 dir HC-0261,24,106.96,83.2,8X MIMO-B,-49.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0261,HC-0401 dir HC-0261,24,83.8,85.2,8X MIMO-B,-51.2,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0219,HC-0290 dir HC-0219,24,19.96,79.9,8X MIMO-B,-45.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0219,HC-0349 dir HC-0219,24,19.96,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0256,HC-0413 dir HC-0256,24,83.08,85.5,8X MIMO-B,-51.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0293,HC-0027 dir HC-0293,24,876.5,99.9,8X MIMO-B,-65.9,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0096,HC-0255 dir HC-0096,24,144.56,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0134,HC-0274 dir HC-0134,24,10.85,104.5,6X MIMO-B,-70.5,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0386,HC-0100 dir HC-0386,24,94.63,85.8,8X MIMO-B,-51.8,FTP/CAMBIUM
2019-11-11 01:22:01,HC-0346,HC-0317 dir HC-0346,24,92.53,83.9,8X MIMO-B,-49.9,FTP/CAMBIUM
