event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-10-16 01:52:28,HC-0096,HC-0010 dir HC-0096,24,110.93,84.2,8X MIMO-B,-50.2,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0259,HC-0267 dir HC-0259,24,32.39,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0293,HC-0399 dir HC-0293,24,63.71,79.5,8X MIMO-B,-45.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0375,HC-0361 dir HC-0375,24,97.09,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0417,HC-0128 dir HC-0417,24,38.57,89,8X MIMO-B,-55,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0114,HC-0115 dir HC-0114,24,24.02,77.5,8X MIMO-B,-43.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0028,HC-0382 dir HC-0028,24,530,76.5,8X MIMO-B,-42.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0166,HC-0287 dir HC-0166,24,110.02,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0166,HC-0171 dir HC-0166,24,105.35,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0166,HC-0209 dir HC-0166,24,101.37,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0371,HC-0286 dir HC-0371,24,21.96,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0371,HC-0303 dir HC-0371,24,17.01,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0371,HC-0282 dir HC-0371,24,41.7,83.5,8X MIMO-B,-49.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0076,HC-0054 dir HC-0076,24,520.24,87.9,8X MIMO-B,-53.9,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0094,HC-0145 dir HC-0094,24,8.75,85.8,8X MIMO-B,-51.8,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0211,HC-0405 dir HC-0211,24,41,81.2,8X MIMO-B,-47.2,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0166,HC-0025 dir HC-0166,24,104.98,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0099,HC-0036 dir HC-0099,24,40.03,88.2,8X MIMO-B,-54.2,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0211,HC-0268 dir HC-0211,24,38.78,88.8,8X MIMO-B,-54.8,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0308,HC-0123 dir HC-0308,24,11.07,90.5,8X MIMO-B,-56.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0289,HC-0226 dir HC-0289,24,24.01,84,8X MIMO-B,-50,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0381,HC-0337 dir HC-0381,24,23.14,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0120,HC-0202 dir HC-0120,24,129.78,77.5,8X MIMO-B,-43.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0166,HC-0340 dir HC-0166,24,98.43,84.5,8X MIMO-B,-50.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0368,HC-0074 dir HC-0368,24,2528.53,81.2,8X MIMO-B,-47.2,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0253,HC-0155 dir HC-0253,24,41.38,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0283,HC-0270 dir HC-0283,24,10.37,74.5,6X MIMO-B,-40.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0253,HC-0266 dir HC-0253,24,56.51,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0042,HC-0407 dir HC-0042,24,61.01,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0264,HC-0358 dir HC-0264,24,65.86,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0242,HC-0090 dir HC-0242,24,214.76,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0210,HC-0184 dir HC-0210,24,101.7,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0242,HC-0110 dir HC-0242,24,37.9,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-16 01:52:28,HC-0230,HC-0052 dir HC-0230,24,32.99,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
