event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-10-20 02:33:00,HC-0096,HC-0010 dir HC-0096,24,106.66,84.5,8X MIMO-B,-50.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0259,HC-0267 dir HC-0259,24,878.85,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0293,HC-0399 dir HC-0293,24,504.08,79.5,8X MIMO-B,-45.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0375,HC-0361 dir HC-0375,24,84.31,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0417,HC-0128 dir HC-0417,24,41.68,88.8,8X MIMO-B,-54.8,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0114,HC-0115 dir HC-0114,24,23.35,77.2,8X MIMO-B,-43.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0028,HC-0382 dir HC-0028,24,479.55,76.5,8X MIMO-B,-42.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0166,HC-0287 dir HC-0166,24,97.46,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0166,HC-0171 dir HC-0166,24,387.97,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0166,HC-0209 dir HC-0166,24,88.83,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0371,HC-0286 dir HC-0371,24,21.89,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0371,HC-0303 dir HC-0371,24,17.05,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0371,HC-0282 dir HC-0371,24,39.28,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0076,HC-0054 dir HC-0076,24,16.87,87.9,8X MIMO-B,-53.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0094,HC-0145 dir HC-0094,24,8.97,86.2,8X MIMO-B,-52.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0211,HC-0405 dir HC-0211,24,32.54,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0166,HC-0025 dir HC-0166,24,503.71,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0099,HC-0036 dir HC-0099,24,43.04,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0211,HC-0268 dir HC-0211,24,330.5,88.8,8X MIMO-B,-54.8,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0308,HC-0123 dir HC-0308,24,11.06,91.9,8X MIMO-B,-57.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0289,HC-0226 dir HC-0289,24,23.42,84,8X MIMO-B,-50,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0381,HC-0337 dir HC-0381,24,22.84,83,8X MIMO-B,-49,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0120,HC-0202 dir HC-0120,24,116.28,77.5,8X MIMO-B,-43.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0166,HC-0340 dir HC-0166,24,84.86,84.2,8X MIMO-B,-50.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0368,HC-0074 dir HC-0368,24,2596.23,81.2,8X MIMO-B,-47.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0253,HC-0155 dir HC-0253,24,40.97,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0283,HC-0270 dir HC-0283,24,313.19,74.5,8X MIMO-B,-40.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0253,HC-0266 dir HC-0253,24,55.81,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0042,HC-0407 dir HC-0042,24,59.51,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0264,HC-0358 dir HC-0264,24,1549.75,87,8X MIMO-B,-53,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0242,HC-0090 dir HC-0242,24,35.77,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0210,HC-0184 dir HC-0210,24,88.8,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0242,HC-0110 dir HC-0242,24,276.68,87.9,8X MIMO-B,-53.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0230,HC-0052 dir HC-0230,24,36.52,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0368,HC-0164 dir HC-0368,24,61.33,87,8X MIMO-B,-53,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0253,HC-0068 dir HC-0253,24,37.79,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0256,HC-0035 dir HC-0256,24,80.2,85.8,8X MIMO-B,-51.8,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0042,HC-0238 dir HC-0042,24,330.23,84.8,8X MIMO-B,-50.8,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0379,HC-0343 dir HC-0379,24,39.74,89.2,8X MIMO-B,-55.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0261,HC-0402 dir HC-0261,24,588.27,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0261,HC-0401 dir HC-0261,24,376.17,85.2,8X MIMO-B,-51.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0219,HC-0290 dir HC-0219,24,19.25,79.9,8X MIMO-B,-45.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0219,HC-0349 dir HC-0219,24,14.72,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0256,HC-0413 dir HC-0256,24,75.32,84.9,8X MIMO-B,-50.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0293,HC-0027 dir HC-0293,24,44.13,97.9,8X MIMO-B,-63.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0096,HC-0255 dir HC-0096,24,400.56,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0134,HC-0274 dir HC-0134,24,11.28,106.5,6X MIMO-B,-72.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0386,HC-0100 dir HC-0386,24,80.64,85.8,8X MIMO-B,-51.8,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0346,HC-0317 dir HC-0346,24,94.51,83.9,8X MIMO-B,-49.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0161,HC-0329 dir HC-0161,24,48.35,86.5,8X MIMO-B,-52.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0289,HC-0396 dir HC-0289,24,18.73,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0157,HC-0217 dir HC-0157,24,311.25,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0022,HC-0245 dir HC-0022,24,89.6,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0376,HC-0277 dir HC-0376,24,79.21,85.5,8X MIMO-B,-51.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0289,HC-0418 dir HC-0289,24,1012.51,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0418,HC-0414 dir HC-0418,24,680.75,83.5,8X MIMO-B,-49.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0140,HC-0139 dir HC-0140,24,31.32,86.9,8X MIMO-B,-52.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0350,HC-0021 dir HC-0350,24,34.71,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0211,HC-0029 dir HC-0211,24,49.36,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0386,HC-0321 dir HC-0386,24,108.09,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0374,HC-0360 dir HC-0374,24,106.44,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0374,HC-0146 dir HC-0374,24,109.71,80.2,8X MIMO-B,-46.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0380,HC-0073 dir HC-0380,24,22.41,86.2,8X MIMO-B,-52.2,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0385,HC-0011 dir HC-0385,24,110.08,90,8X MIMO-B,-56,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0374,HC-0188 dir HC-0374,24,111.27,83,8X MIMO-B,-49,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0297,HC-0102 dir HC-0297,24,302.14,84.5,8X MIMO-B,-50.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0385,HC-0302 dir HC-0385,24,566.69,80,8X MIMO-B,-46,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0385,HC-0085 dir HC-0385,24,2430.65,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0347,HC-0013 dir HC-0347,24,1264.63,73.5,8X MIMO-B,-39.5,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0291,HC-0194 dir HC-0291,24,120.96,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0385,HC-0354 dir HC-0385,24,562.09,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-20 02:33:00,HC-0385,HC-0339 dir HC-0385,24,105.04,80,8X MIMO-B,-46,FTP/CAMBIUM
