event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-11-07 00:31:13,HC-0096,HC-0010 dir HC-0096,24,113.64,84.5,8X MIMO-B,-50.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0259,HC-0267 dir HC-0259,24,33.05,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0293,HC-0399 dir HC-0293,24,64.74,80.2,8X MIMO-B,-46.2,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0375,HC-0361 dir HC-0375,24,101.66,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0417,HC-0128 dir HC-0417,24,43.47,88.8,8X MIMO-B,-54.8,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0114,HC-0115 dir HC-0114,24,22.84,76.5,8X MIMO-B,-42.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0028,HC-0382 dir HC-0028,24,14.29,76.2,8X MIMO-B,-42.2,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0166,HC-0287 dir HC-0166,24,101.86,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0166,HC-0171 dir HC-0166,24,102.61,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0166,HC-0209 dir HC-0166,24,96.73,81,8X MIMO-B,-47,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0371,HC-0286 dir HC-0371,24,18.83,90.2,8X MIMO-B,-56.2,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0371,HC-0303 dir HC-0371,24,14.96,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0371,HC-0282 dir HC-0371,24,38.18,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0076,HC-0054 dir HC-0076,24,18.67,87.5,8X MIMO-B,-53.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0094,HC-0145 dir HC-0094,24,8.31,85.2,8X MIMO-B,-51.2,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0211,HC-0405 dir HC-0211,24,30.89,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0166,HC-0025 dir HC-0166,24,102.17,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0099,HC-0036 dir HC-0099,24,45.12,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0211,HC-0268 dir HC-0211,24,30.93,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0308,HC-0123 dir HC-0308,24,10.6,93.9,8X MIMO-B,-59.9,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0289,HC-0226 dir HC-0289,24,20.3,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0381,HC-0337 dir HC-0381,24,20.76,83.5,8X MIMO-B,-49.5,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0120,HC-0202 dir HC-0120,24,128.53,77.9,8X MIMO-B,-43.9,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0166,HC-0340 dir HC-0166,24,96.32,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-11-07 00:31:13,HC-0368,HC-0074 dir HC-0368,24,2348.61,81.2,8X MIMO-B,-47.2,FTP/CAMBIUM
