event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-10-25 22:31:50,HC-0096,HC-0010 dir HC-0096,24,96.75,83.8,8X MIMO-B,-49.8,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0259,HC-0267 dir HC-0259,24,610.09,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0293,HC-0399 dir HC-0293,24,389.35,79.5,8X MIMO-B,-45.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0375,HC-0361 dir HC-0375,24,96.86,82.2,8X MIMO-B,-48.2,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0417,HC-0128 dir HC-0417,24,36.6,87.2,8X MIMO-B,-53.2,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0114,HC-0115 dir HC-0114,24,1463.69,77.2,8X MIMO-B,-43.2,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0028,HC-0382 dir HC-0028,24,15.85,76.9,8X MIMO-B,-42.9,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0166,HC-0287 dir HC-0166,24,101.29,80.9,8X MIMO-B,-46.9,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0166,HC-0171 dir HC-0166,24,96.84,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0166,HC-0209 dir HC-0166,24,90.65,81,8X MIMO-B,-47,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0371,HC-0286 dir HC-0371,24,20.6,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0371,HC-0303 dir HC-0371,24,15.31,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0371,HC-0282 dir HC-0371,24,39.63,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0076,HC-0054 dir HC-0076,24,20.29,87.9,8X MIMO-B,-53.9,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0094,HC-0145 dir HC-0094,24,9.21,86.5,8X MIMO-B,-52.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0211,HC-0405 dir HC-0211,24,333.74,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0166,HC-0025 dir HC-0166,24,576.31,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0099,HC-0036 dir HC-0099,24,268.64,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0211,HC-0268 dir HC-0211,24,601.41,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0308,HC-0123 dir HC-0308,24,42.8,96.5,8X MIMO-B,-62.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0289,HC-0226 dir HC-0289,24,202.89,84,8X MIMO-B,-50,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0381,HC-0337 dir HC-0381,24,23.02,83.5,8X MIMO-B,-49.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0120,HC-0202 dir HC-0120,24,121.93,77.5,8X MIMO-B,-43.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0166,HC-0340 dir HC-0166,24,90.85,83.8,8X MIMO-B,-49.8,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0368,HC-0074 dir HC-0368,24,7944.28,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0253,HC-0155 dir HC-0253,24,438.92,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0283,HC-0270 dir HC-0283,24,10.54,74.5,6X MIMO-B,-40.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0253,HC-0266 dir HC-0253,24,143.12,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0042,HC-0407 dir HC-0042,24,59.77,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0264,HC-0358 dir HC-0264,24,56.53,87,8X MIMO-B,-53,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0242,HC-0090 dir HC-0242,24,1754.5,80.5,8X MIMO-B,-46.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0210,HC-0184 dir HC-0210,24,93.83,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0242,HC-0110 dir HC-0242,24,34.88,88.5,8X MIMO-B,-54.5,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0230,HC-0052 dir HC-0230,24,35.86,82,8X MIMO-B,-48,FTP/CAMBIUM
2019-10-25 22:31:50,HC-0368,HC-0164 dir HC-0368,24,46.3,86.8,8X MIMO-B,-52.8,FTP/CAMBIUM
