event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
2019-11-08 09:43:21,HC-0096,HC-0010 dir HC-0096,24,119.57,84.8,8X MIMO-B,-50.8,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0259,HC-0267 dir HC-0259,24,1454.1,81.9,8X MIMO-B,-47.9,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0293,HC-0399 dir HC-0293,24,209.75,78.8,8X MIMO-B,-44.8,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0375,HC-0361 dir HC-0375,24,2250.4,82.9,8X MIMO-B,-48.9,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0417,HC-0128 dir HC-0417,24,41.12,87.8,6X MIMO-B,-53.8,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0114,HC-0115 dir HC-0114,24,2575.49,77.2,8X MIMO-B,-43.2,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0028,HC-0382 dir HC-0028,24,1549.1,76.9,8X MIMO-B,-42.9,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0166,HC-0287 dir HC-0166,24,331.61,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0166,HC-0171 dir HC-0166,24,1306.11,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0166,HC-0209 dir HC-0166,24,107.73,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0371,HC-0286 dir HC-0371,24,1240.19,89.9,8X MIMO-B,-55.9,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0371,HC-0303 dir HC-0371,24,15.2,81.5,8X MIMO-B,-47.5,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0371,HC-0282 dir HC-0371,24,738.72,82.5,8X MIMO-B,-48.5,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0076,HC-0054 dir HC-0076,24,21.89,87.9,8X MIMO-B,-53.9,FTP/CAMBIUM
2019-11-08 09:43:21,HC-0094,HC-0145 dir HC-0094,24,8.69,85.5,8X MIMO-B,-51.5,FTP/CAMBIUM
