event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
28-11-2019 1445,HC-0389,HC-0246 DIR HC-0389,19,3100114015,10,-41,SNMP/SIAE
28-11-2019 1445,HC-0246,HC-0389 DIR HC-0246,19,1677155856,10,-41,SNMP/SIAE
28-11-2019 1445,HC-0072,HC-0120 DIR HC-0072,23,2943846722,10,-45,SNMP/SIAE
28-11-2019 1445,HC-0120,HC-0072 DIR HC-0120,23,974045878,10,-45,SNMP/SIAE
28-11-2019 1445,HC-0294,HC-0120 DIR HC-0294,23,780666121,4,-37,SNMP/SIAE
28-11-2019 1445,HC-0120,HC-0294 DIR HC-0120,23,495080364,4,-37,SNMP/SIAE
28-11-2019 1445,HC-0111,HC-0120 DIR HC-0111,23,1696015885,22,-37,SNMP/SIAE
28-11-2019 1445,HC-0120,HC-0111 DIR HC-0120,23,1708438384,22,-36,SNMP/SIAE
28-11-2019 1445,HC-0240,HC-0111 DIR HC-0240,24,621433495,7,-47,SNMP/SIAE
28-11-2019 1445,HC-0111,HC-0240 DIR HC-0111,24,390135159,7,-46,SNMP/SIAE
28-11-2019 1445,HC-0020,HC-0016 DIR HC-0020,24,1159802315,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0016,HC-0020 DIR HC-0016,24,3097872112,7,-47,SNMP/SIAE
28-11-2019 1445,HC-0059,HC-0020 DIR HC-0059,23,129871017,10,-44,SNMP/SIAE
28-11-2019 1445,HC-0020,HC-0059 DIR HC-0020,23,3184485291,10,-44,SNMP/SIAE
28-11-2019 1445,HC-0379,HC-0058 dir HC-0379,19,676597373,22,-39,SNMP/SIAE
28-11-2019 1445,HC-0058,HC-0379 dir HC-0058,19,3034250850,22,-40,SNMP/SIAE
28-11-2019 1445,HC-0350,HC-0379 DIR HC-0350,17,1814321500,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0379,HC-0350 DIR HC-0379,17,2789757520,22,-37,SNMP/SIAE
28-11-2019 1445,HC-0140,HC-0350 dir HC-0140,23,2724961747,22,-38,SNMP/SIAE
28-11-2019 1445,HC-0350,HC-0140 dir HC-0350,23,200321238,22,-37,SNMP/SIAE
28-11-2019 1445,HC-0278,HC-0140 DIR HC-0278,19,2314844159,10,-38,SNMP/SIAE
28-11-2019 1445,HC-0140,HC-0278 DIR HC-0140,19,3018644879,10,-38,SNMP/SIAE
28-11-2019 1445,HC-0084,HC-0140 DIR HC-0084,23,950596871,10,-45,SNMP/SIAE
28-11-2019 1445,HC-0140,HC-0084 DIR HC-0140,23,1869967461,10,-45,SNMP/SIAE
28-11-2019 1445,HC-0167,HC-0137 DIR HC-0167,23,2331407135,10,-49,SNMP/SIAE
28-11-2019 1445,HC-0137,HC-0167 DIR HC-0137,23,95091723,10,-48,SNMP/SIAE
28-11-2019 1445,HC-0220,HC-0167 DIR HC-0220,23,1851617879,4,-39,SNMP/SIAE
28-11-2019 1445,HC-0167,HC-0220 DIR HC-0167,23,3043394262,4,-38,SNMP/SIAE
28-11-2019 1445,HC-0376,HC-0137 DIR HC-0376,23,2913631510,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0137,HC-0376 DIR HC-0137,23,4049740195,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0237,HC-0376 DIR HC-0237,19,519314979,10,-38,SNMP/SIAE
28-11-2019 1445,HC-0376,HC-0237 DIR HC-0376,19,3958201565,10,-35,SNMP/SIAE
28-11-2019 1445,HC-0022,HC-0376 DIR HC-0022,23,2401172221,10,-46,SNMP/SIAE
28-11-2019 1445,HC-0376,HC-0022 DIR HC-0376,23,1995783975,10,-46,SNMP/SIAE
28-11-2019 1445,HC-0386,HC-0376 DIR HC-0386,23,440042878,10,-46,SNMP/SIAE
28-11-2019 1445,HC-0376,HC-0386 DIR HC-0376,23,4169263643,10,-46,SNMP/SIAE
28-11-2019 1445,HC-0149,HC-0022 DIR HC-0149,19,1378475158,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0022,HC-0149 DIR HC-0022,19,768014059,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0081,HC-0137 DIR HC-0081,19,3840476345,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0137,HC-0081 DIR HC-0137,19,2217555579,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0221,HC-0081 DIR HC-0221,23,2401027615,4,-45,SNMP/SIAE
28-11-2019 1445,HC-0081,HC-0221 DIR HC-0081,23,4262443652,4,-44,SNMP/SIAE
28-11-2019 1445,HC-0060,HC-0376 DIR HC-0060,24,1357846486,7,-53,SNMP/SIAE
28-11-2019 1445,HC-0376,HC-0060 dir HC-0376,24,2692868637,7,-54,SNMP/SIAE
28-11-2019 1445,HC-0334,HC-0386 DIR HC-0334,15,188713268,10,-33,SNMP/SIAE
28-11-2019 1445,HC-0386,HC-0334 DIR HC-0386,15,2327844446,10,-34,SNMP/SIAE
28-11-2019 1445,HC-0091,HC-0386 DIR HC-0091,23,3789782897,4,-47,SNMP/SIAE
28-11-2019 1445,HC-0386,HC-0091 DIR HC-0386,23,662990623,4,-46,SNMP/SIAE
28-11-2019 1445,HC-0076,HC-0119 DIR HC-0076,23,102905402,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0119,HC-0076 DIR HC-0119,23,3037482204,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0144,HC-0119 DIR HC-0144,24,967868683,7,-51,SNMP/SIAE
28-11-2019 1445,HC-0119,HC-0144 DIR HC-0119,24,38339297,7,-52,SNMP/SIAE
28-11-2019 1445,HC-0124,HC-0144 DIR HC-0124,24,979565617,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0144,HC-0124 DIR HC-0144,24,3706688267,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0335,HC-0076 DIR HC-0335,24,49272279,7,-46,SNMP/SIAE
28-11-2019 1445,HC-0076,HC-0335 DIR HC-0076,24,1189363488,7,-46,SNMP/SIAE
28-11-2019 1445,HC-0247,HC-0119 DIR HC-0247,27,3695745692,4,-52,SNMP/SIAE
28-11-2019 1445,HC-0119,HC-0247 DIR HC-0119,27,4002345106,4,-50,SNMP/SIAE
28-11-2019 1445,HC-0105,HC-0099 DIR HC-0105,27,3522519563,4,-54,SNMP/SIAE
28-11-2019 1445,HC-0099,HC-0105 DIR HC-0099,27,1836115453,4,-54,SNMP/SIAE
28-11-2019 1445,HC-0161,HC-0099 DIR HC-0161,23,3468871569,10,-46,SNMP/SIAE
28-11-2019 1445,HC-0099,HC-0161 DIR HC-0099,23,2006663587,10,-48,SNMP/SIAE
28-11-2019 1445,HC-0122,HC-0099 DIR HC-0122,19,2039200326,10,-36,SNMP/SIAE
28-11-2019 1445,HC-0099,HC-0122 dir HC-0099,19,2163560226,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0169,HC-0161 DIR HC-0169,23,3344442183,4,-40,SNMP/SIAE
28-11-2019 1445,HC-0161,HC-0169 DIR HC-0161,23,3419288189,4,-40,SNMP/SIAE
28-11-2019 1445,HC-0368,HC-0122 dir HC-0368,19,4094822708,10,-38,SNMP/SIAE
28-11-2019 1445,HC-0122,HC-0368 dir HC-0122,19,3063633005,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0417,HC-0099 DIR HC-0417,24,2590430950,7,-50,SNMP/SIAE
28-11-2019 1445,HC-0099,HC-0417 DIR HC-0099,24,2602117832,7,-49,SNMP/SIAE
28-11-2019 1445,HC-0053,HC-0417 dir HC-0053,27,282621749,4,-42,SNMP/SIAE
28-11-2019 1445,HC-0417,HC-0053 DIR HC-0417,27,3269932719,4,-42,SNMP/SIAE
28-11-2019 1445,HC-0157,HC-0024 DIR HC-0157,19,2930381415,10,-39,SNMP/SIAE
28-11-2019 1445,HC-0024,HC-0157 DIR HC-0024,19,1357603225,10,-39,SNMP/SIAE
28-11-2019 1445,HC-0026,HC-0293 dir HC-0026,23,2538343597,10,-46,SNMP/SIAE
28-11-2019 1445,HC-0293,HC-0026 dir HC-0293,23,3924312263,10,-47,SNMP/SIAE
28-11-2019 1445,HC-0300,HC-0293 DIR HC-0300,19,57078145,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0293,HC-0300 DIR HC-0293,19,2774772399,10,-38,SNMP/SIAE
28-11-2019 1445,HC-0208,HC-0026 DIR HC-0208,19,4068367625,10,-41,SNMP/SIAE
28-11-2019 1445,HC-0026,HC-0208 DIR HC-0026,19,2953126087,10,-40,SNMP/SIAE
28-11-2019 1445,HC-0093,HC-0026 DIR HC-0093,23,2631960307,10,-48,SNMP/SIAE
28-11-2019 1445,HC-0026,HC-0093 DIR HC-0026,23,3552543049,10,-48,SNMP/SIAE
28-11-2019 1445,HC-0342,HC-0093 dir HC-0342,24,2480101560,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0093,HC-0342 dir HC-0093,24,327846814,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0211,HC-0078 DIR HC-0211,19,791579013,10,-41,SNMP/SIAE
28-11-2019 1445,HC-0078,HC-0211 DIR HC-0078,19,4251722110,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0381,HC-0229 DIR HC-0381,19,1652277617,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0229,HC-0381 DIR HC-0229,19,3351942452,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0190,HC-0381 dir HC-0190,23,3857579521,4,-41,SNMP/SIAE
28-11-2019 1445,HC-0381,HC-0190 DIR HC-0381,23,3509522049,4,-40,SNMP/SIAE
28-11-2019 1445,HC-0410,HC-0229 DIR HC-0410,23,2584643265,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0229,HC-0410 DIR HC-0229,23,2986022566,10,-41,SNMP/SIAE
28-11-2019 1445,HC-0380,HC-0174 dir HC-0380,19,1326254719,10,-36,SNMP/SIAE
28-11-2019 1445,HC-0174,HC-0380 DIR HC-0174,19,3903355597,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0297,HC-0380 DIR HC-0297,19,1288437183,10,-40,SNMP/SIAE
28-11-2019 1445,HC-0380,HC-0297 DIR HC-0380,19,796663652,10,-40,SNMP/SIAE
28-11-2019 1445,HC-0373,HC-0096 dir HC-0373,23,304361431,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0096,HC-0373 dir HC-0096,23,3656445342,22,-36,SNMP/SIAE
28-11-2019 1445,HC-0374,HC-0096 DIR HC-0374,21,1933880947,22,-38,SNMP/SIAE
28-11-2019 1445,HC-0096,HC-0374 DIR HC-0096,21,4060258140,22,-36,SNMP/SIAE
28-11-2019 1445,HC-0051,HC-0373 DIR HC-0051,27,3952973475,4,-50,SNMP/SIAE
28-11-2019 1445,HC-0373,HC-0051 DIR HC-0373,27,3196141794,4,-49,SNMP/SIAE
28-11-2019 1445,HC-0034,HC-0373 dir HC-0034,27,1327016449,4,-52,SNMP/SIAE
28-11-2019 1445,HC-0373,HC-0034 dir HC-0373,27,3412349850,4,-52,SNMP/SIAE
28-11-2019 1445,HC-0385,HC-0374 dir HC-0385,21,1861211386,22,-36,SNMP/SIAE
28-11-2019 1445,HC-0374,HC-0385 dir HC-0374,21,147817357,22,-34,SNMP/SIAE
28-11-2019 1445,HC-0048,HC-0385 DIR HC-0048,19,3999635588,10,-36,SNMP/SIAE
28-11-2019 1445,HC-0385,HC-0048 DIR HC-0385,19,1392178494,10,-36,SNMP/SIAE
28-11-2019 1445,HC-0330,HC-0373 DIR HC-0330,24,4105547314,7,-48,SNMP/SIAE
28-11-2019 1445,HC-0373,HC-0330 DIR HC-0373,24,2329748507,7,-47,SNMP/SIAE
28-11-2019 1445,HC-0336,HC-0374 dir HC-0336,24,224397638,7,-51,SNMP/SIAE
28-11-2019 1445,HC-0374,HC-0336 dir HC-0374,24,676809309,7,-50,SNMP/SIAE
28-11-2019 1445,HC-0005,HC-0374 DIR HC-0005,23,3860453036,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0374,HC-0005 DIR HC-0374,23,543424374,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0173,HC-0373 dir HC-0173,27,408334189,4,-45,SNMP/SIAE
28-11-2019 1445,HC-0373,HC-0173 dir HC-0373,27,3093316275,4,-46,SNMP/SIAE
28-11-2019 1445,HC-0357,HC-0373 dir HC-0357,23,1361202078,4,-44,SNMP/SIAE
28-11-2019 1445,HC-0373,HC-0357 dir HC-0373,23,4115324641,4,-43,SNMP/SIAE
28-11-2019 1445,HC-0412,HC-0096 DIR HC-0412,27,2356783577,4,-43,SNMP/SIAE
28-11-2019 1445,HC-0096,HC-0412 DIR HC-0096,27,922831645,4,-43,SNMP/SIAE
28-11-2019 1445,HC-0077,HC-0005 DIR HC-0077,19,146217340,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0005,HC-0077 DIR HC-0005,19,3921948367,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0132,HC-0077 dir HC-0132,24,4209036950,7,-44,SNMP/SIAE
28-11-2019 1445,HC-0077,HC-0132 dir HC-0077,24,1287117339,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0328,HC-0132 DIR HC-0328,23,1197863231,4,-40,SNMP/SIAE
28-11-2019 1445,HC-0132,HC-0328 DIR HC-0132,23,2027601754,4,-41,SNMP/SIAE
28-11-2019 1445,HC-0404,HC-0330 DIR HC-0404,27,4250322862,4,-43,SNMP/SIAE
28-11-2019 1445,HC-0330,HC-0404 DIR HC-0330,27,2401196467,4,-44,SNMP/SIAE
28-11-2019 1445,HC-0370,HC-0196 DIR HC-0370,17,2770672138,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0196,HC-0370 DIR HC-0196,17,2046782368,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0375,HC-0367 DIR HC-0375,22,4095688924,22,-34,SNMP/SIAE
28-11-2019 1445,HC-0367,HC-0375 dir HC-0367,22,1346059571,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0166,HC-0375 dir HC-0166,19,2924117030,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0375,HC-0166 DIR HC-0375,19,1376591382,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0002,HC-0166 dir HC-0002,19,4268312596,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0166,HC-0002 dir HC-0166,19,2009942924,10,-36,SNMP/SIAE
28-11-2019 1445,HC-0156,HC-0166 DIR HC-0156,24,4266544349,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0166,HC-0156 DIR HC-0166,24,3495518457,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0241,HC-0166 DIR HC-0241,24,330014311,7,-50,SNMP/SIAE
28-11-2019 1445,HC-0166,HC-0241 DIR HC-0166,24,1668856062,7,-51,SNMP/SIAE
28-11-2019 1445,HC-0192,HC-0156 DIR HC-0192,23,1930389999,4,-54,SNMP/SIAE
28-11-2019 1445,HC-0156,HC-0192 DIR HC-0156,23,1799018555,4,-51,SNMP/SIAE
28-11-2019 1445,HC-0165,HC-0241 DIR HC-0165,19,3122451849,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0241,HC-0165 DIR HC-0241,19,2062020352,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0388,HC-0375 DIR HC-0388,27,4284576854,4,-46,SNMP/SIAE
28-11-2019 1445,HC-0375,HC-0388 DIR HC-0375,27,1456235814,4,-47,SNMP/SIAE
28-11-2019 1445,HC-0262,HC-0388 DIR HC-0262,9,3488552310,10,-35,SNMP/SIAE
28-11-2019 1445,HC-0388,HC-0262 DIR HC-0388,9,1293279396,10,-34,SNMP/SIAE
28-11-2019 1445,HC-0210,HC-0375 DIR HC-0210,23,4048957294,22,-36,SNMP/SIAE
28-11-2019 1445,HC-0375,HC-0210 DIR HC-0375,23,1378343665,22,-36,SNMP/SIAE
28-11-2019 1445,HC-0346,HC-0210 DIR HC-0346,23,2128890286,10,-44,SNMP/SIAE
28-11-2019 1445,HC-0210,HC-0346 DIR HC-0210,23,3994416466,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0185,HC-0002 DIR HC-0185,19,3235557579,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0002,HC-0185 DIR HC-0002,19,3565330475,10,-42,SNMP/SIAE
28-11-2019 1445,HC-0143,HC-0185 DIR HC-0143,23,2895581990,4,-41,SNMP/SIAE
28-11-2019 1445,HC-0185,HC-0143 DIR HC-0185,23,3711852470,4,-41,SNMP/SIAE
28-11-2019 1445,HC-0332,HC-0375 DIR HC-0332,23,1766952805,10,-47,SNMP/SIAE
28-11-2019 1445,HC-0375,HC-0332 DIR HC-0375,23,1490884160,10,-47,SNMP/SIAE
28-11-2019 1445,HC-0215,HC-0375 DIR HC-0215,24,3026075428,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0375,HC-0215 DIR HC-0375,24,3107578275,7,-45,SNMP/SIAE
28-11-2019 1445,HC-0135,HC-0215 DIR HC-0135,19,4056361168,10,-44,SNMP/SIAE
28-11-2019 1445,HC-0215,HC-0135 DIR HC-0215,19,970868507,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0243,HC-0375 DIR HC-0243,23,589427190,4,-42,SNMP/SIAE
28-11-2019 1445,HC-0375,HC-0243 DIR HC-0375,23,579086765,4,-43,SNMP/SIAE
28-11-2019 1445,HC-0191,HC-0210 DIR HC-0191,23,3646162852,4,-40,SNMP/SIAE
28-11-2019 1445,HC-0210,HC-0191 DIR HC-0210,23,1496080493,4,-40,SNMP/SIAE
28-11-2019 1445,HC-0187,HC-0166 DIR HC-0187,23,857151836,10,-45,SNMP/SIAE
28-11-2019 1445,HC-0166,HC-0187 DIR HC-0166,23,2259050277,10,-46,SNMP/SIAE
28-11-2019 1445,HC-0049,HC-0210 DIR HC-0049,23,3841963734,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0210,HC-0049 DIR HC-0210,23,3996169371,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0371,HC-0269 DIR HC-0371,19,1745307044,10,-39,SNMP/SIAE
28-11-2019 1445,HC-0269,HC-0371 DIR HC-0269,19,1927310748,10,-40,SNMP/SIAE
28-11-2019 1445,HC-0037,HC-0249 DIR HC-0037,24,2980357489,7,-48,SNMP/SIAE
28-11-2019 1445,HC-0249,HC-0037 DIR HC-0249,24,1326571248,7,-48,SNMP/SIAE
28-11-2019 1445,HC-0204,HC-0249 DIR HC-0204,19,1751053932,10,-41,SNMP/SIAE
28-11-2019 1445,HC-0249,HC-0204 DIR HC-0249,19,1941534094,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0198,HC-0204 DIR HC-0198,23,883720171,10,-52,SNMP/SIAE
28-11-2019 1445,HC-0204,HC-0198 DIR HC-0204,23,2583622487,10,-51,SNMP/SIAE
28-11-2019 1445,HC-0031,HC-0176 DIR HC-0031,19,2976599455,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0176,HC-0031 DIR HC-0176,19,2466808663,10,-37,SNMP/SIAE
28-11-2019 1445,HC-0295,HC-0176 DIR HC-0295,17,2715308454,10,-35,SNMP/SIAE
28-11-2019 1445,HC-0176,HC-0295 DIR HC-0176,17,4114366000,10,-35,SNMP/SIAE
28-11-2019 1445,HC-0129,HC-0009 DIR HC-0129,23,4176325785,4,-74,SNMP/SIAE
28-11-2019 1445,HC-0009,HC-0129 DIR HC-0009,23,469475350,4,-72,SNMP/SIAE
28-11-2019 1445,HC-0219,HC-0009 DIR HC-0219,19,4201422338,10,-39,SNMP/SIAE
28-11-2019 1445,HC-0009,HC-0219 DIR HC-0009,19,2032967387,10,-39,SNMP/SIAE
28-11-2019 1445,HC-0178,HC-0256 DIR HC-0178,20,1325976471,22,-30,SNMP/SIAE
28-11-2019 1445,HC-0256,HC-0178 dir HC-0256,23,153015367,22,-32,SNMP/SIAE
28-11-2019 1445,HC-0147,HC-0178 DIR HC-0147,23,76496085,4,-41,SNMP/SIAE
28-11-2019 1445,HC-0178,HC-0147 DIR HC-0178,23,2491128368,4,-42,SNMP/SIAE
28-11-2019 1445,HC-0273,HC-0178 dir HC-0273,27,809558902,4,-53,SNMP/SIAE
28-11-2019 1445,HC-0178,HC-0273 dir HC-0178,27,2742723324,4,-53,SNMP/SIAE
28-11-2019 1445,HC-0223,HC-0178 dir HC-0223,18,3364830879,22,-35,SNMP/SIAE
28-11-2019 1445,HC-0178,HC-0223 dir HC-0178,18,2788646930,22,-34,SNMP/SIAE
28-11-2019 1445,HC-0323,HC-0223 DIR HC-0323,23,2800088512,10,-47,SNMP/SIAE
28-11-2019 1445,HC-0223,HC-0323 DIR HC-0223,23,1517430286,10,-48,SNMP/SIAE
28-11-2019 1445,HC-0017,HC-0256 DIR HC-0017,24,2727515228,7,-47,SNMP/SIAE
28-11-2019 1445,HC-0256,HC-0017 DIR HC-0256,24,942762209,7,-47,SNMP/SIAE
28-11-2019 1445,HC-0316,HC-0256 dir HC-0316,24,858110853,7,-53,SNMP/SIAE
28-11-2019 1445,HC-0256,HC-0316 dir HC-0256,24,2691463056,7,-53,SNMP/SIAE
28-11-2019 1445,HC-0212,HC-0256 dir HC-0212,23,3445533409,10,-47,SNMP/SIAE
28-11-2019 1445,HC-0256,HC-0212 dir HC-0256,23,2679552197,10,-48,SNMP/SIAE
28-11-2019 1445,HC-0261,HC-0256 dir HC-0261,23,1835183570,10,-50,SNMP/SIAE
28-11-2019 1445,HC-0256,HC-0261 dir HC-0256,23,1477533852,10,-50,SNMP/SIAE
28-11-2019 1445,HC-0033,HC-0223 DIR HC-0033,23,3977140789,4,-44,SNMP/SIAE
28-11-2019 1445,HC-0223,HC-0033 DIR HC-0223,23,2885550753,4,-43,SNMP/SIAE
28-11-2019 1445,HC-0234,HC-0323 DIR HC-0234,23,1719720644,4,-39,SNMP/SIAE
28-11-2019 1445,HC-0323,HC-0234 DIR HC-0323,23,3031599401,4,-46,SNMP/SIAE
28-11-2019 1445,HC-0019,HC-0323 DIR HC-0019,17,163116987,10,-34,SNMP/SIAE
28-11-2019 1445,HC-0323,HC-0019 DIR HC-0323,17,1268897262,10,-33,SNMP/SIAE
28-11-2019 1445,HC-0338,HC-0327 DIR HC-0338,19,1124638910,10,-39,SNMP/SIAE
28-11-2019 1445,HC-0327,HC-0338 DIR HC-0327,19,3263907878,10,-41,SNMP/SIAE
28-11-2019 1445,HC-0364,HC-0327 dir HC-0364,19,573791803,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0327,HC-0364 dir HC-0327,19,2413149781,10,-43,SNMP/SIAE
28-11-2019 1445,HC-0242,HC-0264 DIR HC-0242,24,2123282869,7,-49,SNMP/SIAE
28-11-2019 1445,HC-0264,HC-0242 DIR HC-0264,24,2764915201,7,-47,SNMP/SIAE
28-11-2019 1445,HC-0253,HC-0264 DIR HC-0253,23,3380333943,10,-49,SNMP/SIAE
28-11-2019 1445,HC-0264,HC-0253 DIR HC-0264,23,3059414713,10,-49,SNMP/SIAE
