event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
28-11-2019 1430,HC-0370,HC-0196 DIR HC-0370,17,2700371554,10,-34,SNMP/SIAE
28-11-2019 1430,HC-0196,HC-0370 DIR HC-0196,17,1800760404,10,-35,SNMP/SIAE
28-11-2019 1430,HC-0375,HC-0367 DIR HC-0375,22,3516207175,22,-34,SNMP/SIAE
28-11-2019 1430,HC-0367,HC-0375 dir HC-0367,22,337208545,22,-35,SNMP/SIAE
28-11-2019 1430,HC-0166,HC-0375 dir HC-0166,19,2543992552,22,-36,SNMP/SIAE
28-11-2019 1430,HC-0375,HC-0166 DIR HC-0375,19,751711237,22,-35,SNMP/SIAE
28-11-2019 1430,HC-0002,HC-0166 dir HC-0002,19,4129604247,10,-37,SNMP/SIAE
28-11-2019 1430,HC-0166,HC-0002 dir HC-0166,19,1994235123,10,-36,SNMP/SIAE
28-11-2019 1430,HC-0156,HC-0166 DIR HC-0156,24,4218008248,7,-45,SNMP/SIAE
28-11-2019 1430,HC-0166,HC-0156 DIR HC-0166,24,3232037334,7,-45,SNMP/SIAE
28-11-2019 1430,HC-0241,HC-0166 DIR HC-0241,24,328504677,7,-48,SNMP/SIAE
28-11-2019 1430,HC-0166,HC-0241 DIR HC-0166,24,1657720074,7,-49,SNMP/SIAE
28-11-2019 1430,HC-0192,HC-0156 DIR HC-0192,23,1908409913,4,-57,SNMP/SIAE
28-11-2019 1430,HC-0156,HC-0192 DIR HC-0156,23,1787497755,4,-54,SNMP/SIAE
28-11-2019 1430,HC-0165,HC-0241 DIR HC-0165,19,3121492184,10,-37,SNMP/SIAE
28-11-2019 1430,HC-0241,HC-0165 DIR HC-0241,19,2051073544,10,-36,SNMP/SIAE
28-11-2019 1430,HC-0388,HC-0375 DIR HC-0388,27,4275027359,4,-46,SNMP/SIAE
28-11-2019 1430,HC-0375,HC-0388 DIR HC-0375,27,1445065505,4,-47,SNMP/SIAE
28-11-2019 1430,HC-0262,HC-0388 DIR HC-0262,9,3485010110,10,-35,SNMP/SIAE
28-11-2019 1430,HC-0388,HC-0262 DIR HC-0388,9,1282521381,10,-34,SNMP/SIAE
28-11-2019 1430,HC-0210,HC-0375 DIR HC-0210,23,3878898428,22,-36,SNMP/SIAE
28-11-2019 1430,HC-0375,HC-0210 DIR HC-0375,23,1075605999,22,-36,SNMP/SIAE
28-11-2019 1430,HC-0346,HC-0210 DIR HC-0346,23,2110675209,10,-44,SNMP/SIAE
28-11-2019 1430,HC-0210,HC-0346 DIR HC-0210,23,3903763675,10,-42,SNMP/SIAE
28-11-2019 1430,HC-0185,HC-0002 DIR HC-0185,19,3098654757,10,-42,SNMP/SIAE
28-11-2019 1430,HC-0002,HC-0185 DIR HC-0002,19,3550386495,10,-42,SNMP/SIAE
28-11-2019 1430,HC-0143,HC-0185 DIR HC-0143,23,2893308893,4,-41,SNMP/SIAE
28-11-2019 1430,HC-0185,HC-0143 DIR HC-0185,23,3700319641,4,-41,SNMP/SIAE
28-11-2019 1430,HC-0332,HC-0375 DIR HC-0332,23,1765759081,10,-47,SNMP/SIAE
28-11-2019 1430,HC-0375,HC-0332 DIR HC-0375,23,1479832808,10,-47,SNMP/SIAE
28-11-2019 1430,HC-0215,HC-0375 DIR HC-0215,24,3020002669,7,-45,SNMP/SIAE
28-11-2019 1430,HC-0375,HC-0215 DIR HC-0375,24,3087773543,7,-45,SNMP/SIAE
28-11-2019 1430,HC-0135,HC-0215 DIR HC-0135,19,4052508457,10,-44,SNMP/SIAE
28-11-2019 1430,HC-0215,HC-0135 DIR HC-0215,19,952300707,10,-43,SNMP/SIAE
28-11-2019 1430,HC-0243,HC-0375 DIR HC-0243,23,587293039,4,-42,SNMP/SIAE
28-11-2019 1430,HC-0375,HC-0243 DIR HC-0375,23,566510936,4,-43,SNMP/SIAE
28-11-2019 1430,HC-0191,HC-0210 DIR HC-0191,23,3644499397,4,-40,SNMP/SIAE
28-11-2019 1430,HC-0210,HC-0191 DIR HC-0210,23,1484748776,4,-40,SNMP/SIAE
28-11-2019 1430,HC-0187,HC-0166 DIR HC-0187,23,855978929,10,-45,SNMP/SIAE
28-11-2019 1430,HC-0166,HC-0187 DIR HC-0166,23,2248299310,10,-46,SNMP/SIAE
28-11-2019 1430,HC-0049,HC-0210 DIR HC-0049,23,3694074420,10,-43,SNMP/SIAE
28-11-2019 1430,HC-0210,HC-0049 DIR HC-0210,23,3775153809,10,-43,SNMP/SIAE
28-11-2019 1430,HC-0371,HC-0269 DIR HC-0371,19,1702247254,10,-39,SNMP/SIAE
28-11-2019 1430,HC-0269,HC-0371 DIR HC-0269,19,1571594197,10,-40,SNMP/SIAE
28-11-2019 1430,HC-0037,HC-0249 DIR HC-0037,24,2618079676,7,-48,SNMP/SIAE
28-11-2019 1430,HC-0249,HC-0037 DIR HC-0249,24,463145824,7,-48,SNMP/SIAE
28-11-2019 1430,HC-0204,HC-0249 DIR HC-0204,19,1707482106,10,-41,SNMP/SIAE
28-11-2019 1430,HC-0249,HC-0204 DIR HC-0249,19,1677389149,10,-43,SNMP/SIAE
28-11-2019 1430,HC-0198,HC-0204 DIR HC-0198,23,882559172,10,-52,SNMP/SIAE
28-11-2019 1430,HC-0204,HC-0198 DIR HC-0204,23,2581932072,10,-51,SNMP/SIAE
28-11-2019 1430,HC-0031,HC-0176 DIR HC-0031,19,2975567826,10,-37,SNMP/SIAE
28-11-2019 1430,HC-0176,HC-0031 DIR HC-0176,19,2465697479,10,-37,SNMP/SIAE
28-11-2019 1430,HC-0295,HC-0176 DIR HC-0295,17,2713913733,10,-36,SNMP/SIAE
28-11-2019 1430,HC-0176,HC-0295 DIR HC-0176,17,4112834608,10,-35,SNMP/SIAE
28-11-2019 1430,HC-0129,HC-0009 DIR HC-0129,23,4168211185,4,-73,SNMP/SIAE
28-11-2019 1430,HC-0009,HC-0129 DIR HC-0009,23,404230319,4,-72,SNMP/SIAE
28-11-2019 1430,HC-0219,HC-0009 DIR HC-0219,19,4064424977,10,-39,SNMP/SIAE
28-11-2019 1430,HC-0009,HC-0219 DIR HC-0009,19,1999759516,10,-39,SNMP/SIAE
28-11-2019 1430,HC-0178,HC-0256 DIR HC-0178,20,1272299795,22,-30,SNMP/SIAE
28-11-2019 1430,HC-0256,HC-0178 dir HC-0256,23,4062604327,22,-32,SNMP/SIAE
28-11-2019 1430,HC-0147,HC-0178 DIR HC-0147,23,65647166,4,-41,SNMP/SIAE
28-11-2019 1430,HC-0178,HC-0147 DIR HC-0178,23,2417453131,4,-42,SNMP/SIAE
28-11-2019 1430,HC-0273,HC-0178 dir HC-0273,27,808544980,4,-53,SNMP/SIAE
28-11-2019 1430,HC-0178,HC-0273 dir HC-0178,27,2733244009,4,-53,SNMP/SIAE
28-11-2019 1430,HC-0223,HC-0178 dir HC-0223,18,3324119594,22,-35,SNMP/SIAE
28-11-2019 1430,HC-0178,HC-0223 dir HC-0178,18,2468578358,22,-34,SNMP/SIAE
28-11-2019 1430,HC-0323,HC-0223 DIR HC-0323,23,2770145316,10,-47,SNMP/SIAE
28-11-2019 1430,HC-0223,HC-0323 DIR HC-0223,23,1307137525,10,-48,SNMP/SIAE
28-11-2019 1430,HC-0017,HC-0256 DIR HC-0017,24,2606303641,7,-47,SNMP/SIAE
28-11-2019 1430,HC-0256,HC-0017 DIR HC-0256,24,882421076,7,-47,SNMP/SIAE
28-11-2019 1430,HC-0316,HC-0256 dir HC-0316,24,853083851,7,-53,SNMP/SIAE
28-11-2019 1430,HC-0256,HC-0316 dir HC-0256,24,2682138824,7,-53,SNMP/SIAE
28-11-2019 1430,HC-0212,HC-0256 dir HC-0212,23,3442183455,10,-47,SNMP/SIAE
28-11-2019 1430,HC-0256,HC-0212 dir HC-0256,23,2640410785,10,-48,SNMP/SIAE
28-11-2019 1430,HC-0261,HC-0256 dir HC-0261,23,1638768592,10,-50,SNMP/SIAE
28-11-2019 1430,HC-0256,HC-0261 dir HC-0256,23,1309599046,10,-50,SNMP/SIAE
28-11-2019 1430,HC-0033,HC-0223 DIR HC-0033,23,3969220824,4,-44,SNMP/SIAE
28-11-2019 1430,HC-0223,HC-0033 DIR HC-0223,23,2785523455,4,-43,SNMP/SIAE
28-11-2019 1430,HC-0234,HC-0323 DIR HC-0234,23,1717293012,4,-39,SNMP/SIAE
