event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
28-11-2019 1400,HC-0330,HC-0373 DIR HC-0330,24,4073758490,7,-48,SNMP/SIAE
28-11-2019 1400,HC-0373,HC-0330 DIR HC-0373,24,1994846413,7,-48,SNMP/SIAE
28-11-2019 1400,HC-0336,HC-0374 dir HC-0336,24,217384005,7,-51,SNMP/SIAE
28-11-2019 1400,HC-0374,HC-0336 dir HC-0374,24,634162217,7,-50,SNMP/SIAE
28-11-2019 1400,HC-0005,HC-0374 DIR HC-0005,23,3587343589,10,-41,SNMP/SIAE
28-11-2019 1400,HC-0374,HC-0005 DIR HC-0374,23,3109372823,10,-42,SNMP/SIAE
28-11-2019 1400,HC-0173,HC-0373 dir HC-0173,27,4167849277,4,-45,SNMP/SIAE
28-11-2019 1400,HC-0373,HC-0173 dir HC-0373,27,2315652101,4,-46,SNMP/SIAE
28-11-2019 1400,HC-0357,HC-0373 dir HC-0357,23,1353006767,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0373,HC-0357 dir HC-0373,23,4042534174,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0412,HC-0096 DIR HC-0412,27,1962202628,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0096,HC-0412 DIR HC-0096,27,3118075695,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0077,HC-0005 DIR HC-0077,19,4261986400,10,-40,SNMP/SIAE
28-11-2019 1400,HC-0005,HC-0077 DIR HC-0005,19,2844479904,10,-41,SNMP/SIAE
28-11-2019 1400,HC-0132,HC-0077 dir HC-0132,24,4098825885,7,-44,SNMP/SIAE
28-11-2019 1400,HC-0077,HC-0132 dir HC-0077,24,654965687,7,-45,SNMP/SIAE
28-11-2019 1400,HC-0328,HC-0132 DIR HC-0328,23,1094021620,4,-41,SNMP/SIAE
28-11-2019 1400,HC-0132,HC-0328 DIR HC-0132,23,1395644304,4,-41,SNMP/SIAE
28-11-2019 1400,HC-0404,HC-0330 DIR HC-0404,27,4223356991,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0330,HC-0404 DIR HC-0330,27,2067611458,4,-44,SNMP/SIAE
28-11-2019 1400,HC-0370,HC-0196 DIR HC-0370,17,2634466806,10,-34,SNMP/SIAE
28-11-2019 1400,HC-0196,HC-0370 DIR HC-0196,17,1314035881,10,-35,SNMP/SIAE
28-11-2019 1400,HC-0375,HC-0367 DIR HC-0375,22,2460202842,22,-34,SNMP/SIAE
28-11-2019 1400,HC-0367,HC-0375 dir HC-0367,22,3001193134,22,-35,SNMP/SIAE
28-11-2019 1400,HC-0166,HC-0375 dir HC-0166,19,1891794187,22,-36,SNMP/SIAE
28-11-2019 1400,HC-0375,HC-0166 DIR HC-0375,19,30471958,22,-35,SNMP/SIAE
28-11-2019 1400,HC-0002,HC-0166 dir HC-0002,19,3848128229,10,-36,SNMP/SIAE
28-11-2019 1400,HC-0166,HC-0002 dir HC-0166,19,1941260546,10,-36,SNMP/SIAE
28-11-2019 1400,HC-0156,HC-0166 DIR HC-0156,24,4157011054,7,-45,SNMP/SIAE
28-11-2019 1400,HC-0166,HC-0156 DIR HC-0166,24,2885534962,7,-45,SNMP/SIAE
28-11-2019 1400,HC-0241,HC-0166 DIR HC-0241,24,322244781,7,-49,SNMP/SIAE
28-11-2019 1400,HC-0166,HC-0241 DIR HC-0166,24,1634654231,7,-50,SNMP/SIAE
28-11-2019 1400,HC-0192,HC-0156 DIR HC-0192,23,1879515555,4,-56,SNMP/SIAE
28-11-2019 1400,HC-0156,HC-0192 DIR HC-0156,23,1547592105,4,-53,SNMP/SIAE
28-11-2019 1400,HC-0165,HC-0241 DIR HC-0165,19,3119529545,10,-37,SNMP/SIAE
28-11-2019 1400,HC-0241,HC-0165 DIR HC-0241,19,2028466160,10,-37,SNMP/SIAE
28-11-2019 1400,HC-0388,HC-0375 DIR HC-0388,27,4259071457,4,-47,SNMP/SIAE
28-11-2019 1400,HC-0375,HC-0388 DIR HC-0375,27,1422146742,4,-47,SNMP/SIAE
28-11-2019 1400,HC-0262,HC-0388 DIR HC-0262,9,3479866387,10,-35,SNMP/SIAE
28-11-2019 1400,HC-0388,HC-0262 DIR HC-0388,9,1260392392,10,-34,SNMP/SIAE
28-11-2019 1400,HC-0210,HC-0375 DIR HC-0210,23,3533991176,22,-36,SNMP/SIAE
28-11-2019 1400,HC-0375,HC-0210 DIR HC-0375,23,343594043,22,-36,SNMP/SIAE
28-11-2019 1400,HC-0346,HC-0210 DIR HC-0346,23,2071003266,10,-44,SNMP/SIAE
28-11-2019 1400,HC-0210,HC-0346 DIR HC-0210,23,3551134295,10,-42,SNMP/SIAE
28-11-2019 1400,HC-0185,HC-0002 DIR HC-0185,19,2820713712,10,-43,SNMP/SIAE
28-11-2019 1400,HC-0002,HC-0185 DIR HC-0002,19,3498685862,10,-42,SNMP/SIAE
28-11-2019 1400,HC-0143,HC-0185 DIR HC-0143,23,2885102196,4,-41,SNMP/SIAE
28-11-2019 1400,HC-0185,HC-0143 DIR HC-0185,23,3655576967,4,-40,SNMP/SIAE
28-11-2019 1400,HC-0332,HC-0375 DIR HC-0332,23,1762741148,10,-48,SNMP/SIAE
28-11-2019 1400,HC-0375,HC-0332 DIR HC-0375,23,1455339860,10,-47,SNMP/SIAE
28-11-2019 1400,HC-0215,HC-0375 DIR HC-0215,24,3006873627,7,-45,SNMP/SIAE
28-11-2019 1400,HC-0375,HC-0215 DIR HC-0375,24,3016824142,7,-45,SNMP/SIAE
28-11-2019 1400,HC-0135,HC-0215 DIR HC-0135,19,4044156208,10,-44,SNMP/SIAE
28-11-2019 1400,HC-0215,HC-0135 DIR HC-0215,19,883746465,10,-43,SNMP/SIAE
28-11-2019 1400,HC-0243,HC-0375 DIR HC-0243,23,583945689,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0375,HC-0243 DIR HC-0375,23,543136488,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0191,HC-0210 DIR HC-0191,23,3641079673,4,-40,SNMP/SIAE
28-11-2019 1400,HC-0210,HC-0191 DIR HC-0210,23,1461437148,4,-40,SNMP/SIAE
28-11-2019 1400,HC-0187,HC-0166 DIR HC-0187,23,853637223,10,-45,SNMP/SIAE
28-11-2019 1400,HC-0166,HC-0187 DIR HC-0166,23,2226141246,10,-46,SNMP/SIAE
28-11-2019 1400,HC-0049,HC-0210 DIR HC-0049,23,3396877050,10,-43,SNMP/SIAE
28-11-2019 1400,HC-0210,HC-0049 DIR HC-0210,23,3377215937,10,-43,SNMP/SIAE
28-11-2019 1400,HC-0371,HC-0269 DIR HC-0371,19,1587720759,10,-39,SNMP/SIAE
28-11-2019 1400,HC-0269,HC-0371 DIR HC-0269,19,623140756,10,-40,SNMP/SIAE
28-11-2019 1400,HC-0037,HC-0249 DIR HC-0037,24,1979771012,7,-48,SNMP/SIAE
28-11-2019 1400,HC-0249,HC-0037 DIR HC-0249,24,3041157999,7,-48,SNMP/SIAE
28-11-2019 1400,HC-0204,HC-0249 DIR HC-0204,19,1647854988,10,-41,SNMP/SIAE
28-11-2019 1400,HC-0249,HC-0204 DIR HC-0249,19,1153949485,10,-43,SNMP/SIAE
28-11-2019 1400,HC-0198,HC-0204 DIR HC-0198,23,880231771,10,-52,SNMP/SIAE
28-11-2019 1400,HC-0204,HC-0198 DIR HC-0204,23,2578544856,10,-51,SNMP/SIAE
28-11-2019 1400,HC-0031,HC-0176 DIR HC-0031,19,2973492446,10,-37,SNMP/SIAE
28-11-2019 1400,HC-0176,HC-0031 DIR HC-0176,19,2463470514,10,-37,SNMP/SIAE
28-11-2019 1400,HC-0295,HC-0176 DIR HC-0295,17,2710778583,10,-36,SNMP/SIAE
28-11-2019 1400,HC-0176,HC-0295 DIR HC-0176,17,4109750013,10,-34,SNMP/SIAE
28-11-2019 1400,HC-0129,HC-0009 DIR HC-0129,23,4138302557,4,-73,SNMP/SIAE
28-11-2019 1400,HC-0009,HC-0129 DIR HC-0009,23,66263746,4,-72,SNMP/SIAE
28-11-2019 1400,HC-0219,HC-0009 DIR HC-0219,19,3772389331,10,-39,SNMP/SIAE
28-11-2019 1400,HC-0009,HC-0219 DIR HC-0009,19,1885774377,10,-39,SNMP/SIAE
28-11-2019 1400,HC-0178,HC-0256 DIR HC-0178,20,1185021040,22,-30,SNMP/SIAE
28-11-2019 1400,HC-0256,HC-0178 dir HC-0256,23,3388574704,22,-32,SNMP/SIAE
28-11-2019 1400,HC-0147,HC-0178 DIR HC-0147,23,46297480,4,-41,SNMP/SIAE
28-11-2019 1400,HC-0178,HC-0147 DIR HC-0178,23,2298965864,4,-42,SNMP/SIAE
28-11-2019 1400,HC-0273,HC-0178 dir HC-0273,27,806494408,4,-53,SNMP/SIAE
28-11-2019 1400,HC-0178,HC-0273 dir HC-0178,27,2714133720,4,-53,SNMP/SIAE
28-11-2019 1400,HC-0223,HC-0178 dir HC-0223,18,3260453429,22,-35,SNMP/SIAE
28-11-2019 1400,HC-0178,HC-0223 dir HC-0178,18,1896131984,22,-34,SNMP/SIAE
28-11-2019 1400,HC-0323,HC-0223 DIR HC-0323,23,2726272137,10,-47,SNMP/SIAE
28-11-2019 1400,HC-0223,HC-0323 DIR HC-0223,23,890939407,10,-48,SNMP/SIAE
28-11-2019 1400,HC-0017,HC-0256 DIR HC-0017,24,2364639002,7,-47,SNMP/SIAE
28-11-2019 1400,HC-0256,HC-0017 DIR HC-0256,24,739968726,7,-47,SNMP/SIAE
28-11-2019 1400,HC-0316,HC-0256 dir HC-0316,24,842943760,7,-53,SNMP/SIAE
28-11-2019 1400,HC-0256,HC-0316 dir HC-0256,24,2663340790,7,-53,SNMP/SIAE
28-11-2019 1400,HC-0212,HC-0256 dir HC-0212,23,3435008924,10,-47,SNMP/SIAE
28-11-2019 1400,HC-0256,HC-0212 dir HC-0256,23,2555120426,10,-48,SNMP/SIAE
28-11-2019 1400,HC-0261,HC-0256 dir HC-0261,23,1224245855,10,-50,SNMP/SIAE
28-11-2019 1400,HC-0256,HC-0261 dir HC-0256,23,1035577408,10,-50,SNMP/SIAE
28-11-2019 1400,HC-0033,HC-0223 DIR HC-0033,23,3957767702,4,-44,SNMP/SIAE
28-11-2019 1400,HC-0223,HC-0033 DIR HC-0223,23,2662804541,4,-43,SNMP/SIAE
28-11-2019 1400,HC-0234,HC-0323 DIR HC-0234,23,1712413491,4,-39,SNMP/SIAE
28-11-2019 1400,HC-0323,HC-0234 DIR HC-0323,23,3001106380,4,-46,SNMP/SIAE
28-11-2019 1400,HC-0019,HC-0323 DIR HC-0019,17,150439998,10,-34,SNMP/SIAE
28-11-2019 1400,HC-0323,HC-0019 DIR HC-0323,17,1048575062,10,-33,SNMP/SIAE
28-11-2019 1400,HC-0338,HC-0327 DIR HC-0338,19,1080219599,10,-39,SNMP/SIAE
28-11-2019 1400,HC-0327,HC-0338 DIR HC-0327,19,3060735026,10,-41,SNMP/SIAE
28-11-2019 1400,HC-0364,HC-0327 dir HC-0364,19,3135486071,10,-43,SNMP/SIAE
28-11-2019 1400,HC-0327,HC-0364 dir HC-0327,19,2705514159,10,-43,SNMP/SIAE
28-11-2019 1400,HC-0242,HC-0264 DIR HC-0242,24,1259873229,7,-49,SNMP/SIAE
28-11-2019 1400,HC-0264,HC-0242 DIR HC-0264,24,1114383109,7,-47,SNMP/SIAE
28-11-2019 1400,HC-0253,HC-0264 DIR HC-0253,23,3205576875,10,-49,SNMP/SIAE
28-11-2019 1400,HC-0264,HC-0253 DIR HC-0264,23,2735857474,10,-49,SNMP/SIAE
